iter	Logloss
128	0.4778019626
129	0.4771997129
130	0.4764466074
131	0.4754659057
132	0.4745948226
133	0.4737911252
134	0.4730401127
135	0.472632439
136	0.4716055616
137	0.4707968299
138	0.4698813311
139	0.4688845693
140	0.4678167796
141	0.4672413698
142	0.4663339496
143	0.4655599915
144	0.464548523
145	0.4637119397
146	0.4629123222
147	0.4621474728
148	0.4611200654
149	0.460487692
150	0.4597448477
151	0.4590469154
152	0.4584494873
153	0.4575919821
154	0.456782337
155	0.456187574
156	0.455401377
157	0.4543589587
158	0.4537749662
159	0.4532176509
160	0.4526886023
161	0.4521480758
162	0.4513085303
163	0.4507857694
164	0.4500919836
165	0.4494719644
166	0.4487031011
167	0.4480794436
168	0.447390737
169	0.4466944719
170	0.4461267231
171	0.4453535758
172	0.4446102123
173	0.4440125262
174	0.4434515802
175	0.4428496898
176	0.4423848349
177	0.4412339496
178	0.4407995015
179	0.4398889136
180	0.4391208588
181	0.4385013716
182	0.4379632994
183	0.4373712225
184	0.4366974457
185	0.4360154226
186	0.4353077483
187	0.4349437432
188	0.4344510934
189	0.4340366741
190	0.4333728082
191	0.4328251156
192	0.4323360408
193	0.4317983408
194	0.4309903418
195	0.4302442327
196	0.4296400983
197	0.4291320386
198	0.4284530205
199	0.4280479552
200	0.4274786962
201	0.426775933
202	0.4262201684
203	0.4258914694
204	0.4254349883
205	0.4249033392
206	0.4242708575
207	0.4237327427
208	0.4232576978
209	0.4227761052
210	0.4226788723
211	0.4218972631
212	0.4211436743
213	0.4207220426
214	0.4202207743
215	0.4197236882
216	0.4192857217
217	0.4185977641
218	0.4180285087
219	0.417311736
220	0.4168827704
221	0.4161664136
222	0.4157534143
223	0.4153045618
224	0.4147351568
225	0.4140477847
226	0.4134754706
227	0.4130947112
228	0.4124642436
229	0.4119157602
230	0.4113714829
231	0.4108316268
232	0.4105164611
233	0.4099304672
234	0.4095075382
235	0.4090860593
236	0.4085373974
237	0.4079681444
238	0.4073561359
239	0.4069474392
240	0.4063292028
241	0.4058055309
242	0.4053185767
243	0.4048030394
244	0.4041775669
245	0.4036833926
246	0.4031831835
247	0.4027832067
248	0.4020398314
249	0.4016816924
250	0.4012719756
251	0.400896853
252	0.4005102262
253	0.3999474332
254	0.3993870992
255	0.3989312792
256	0.3984768368
257	0.3979826556
258	0.3973493603
259	0.3967526057
260	0.3964207057
261	0.3959490325
262	0.395284907
263	0.3947772708
264	0.3942179311
265	0.3935449246
266	0.3930002169
267	0.3923833779
268	0.3917678248
269	0.3913243198
270	0.3909041159
271	0.3903222264
272	0.3899247828
273	0.3895260725
274	0.3889388458
275	0.388539824
276	0.3882727333
277	0.3878273685
278	0.3873497209
279	0.3869142499
280	0.3865370661
281	0.3861685006
282	0.3856417186
283	0.3851039576
284	0.3847052634
285	0.3842300802
286	0.383843339
287	0.3835710739
288	0.3831654491
289	0.3825323713
290	0.3820907369
291	0.3816879819
292	0.381268894
293	0.3808907288
294	0.3805430166
295	0.3801360417
296	0.3796685489
297	0.3793491193
298	0.378798535
299	0.3784085901
300	0.3779815991
301	0.3776039959
302	0.3772316575
303	0.3768205818
304	0.3761494237
305	0.3755859026
306	0.3751143869
307	0.3747677186
308	0.3741897839
309	0.3737840222
310	0.3733962554
311	0.372919521
312	0.3724446465
313	0.3720278077
314	0.3716978801
315	0.3711808556
316	0.3708095613
317	0.3704000033
318	0.370006033
319	0.3694801099
320	0.3690053609
321	0.3685779764
322	0.3682177554
323	0.3677829166
324	0.3673137275
325	0.3669684666
326	0.3665978231
327	0.3663158742
328	0.3658677281
329	0.365521885
330	0.3651302569
331	0.3648005405
332	0.3643068418
333	0.3639505939
334	0.3634683763
335	0.3631416448
336	0.3627738144
337	0.3622853749
338	0.3619569771
339	0.3615120648
340	0.361141699
341	0.3608069493
342	0.3601917628
343	0.3597640167
344	0.3595826902
345	0.3592694917
346	0.3587888867
347	0.3584328708
348	0.3577272206
349	0.3574928603
350	0.3571324416
351	0.3566105897
352	0.3563240604
353	0.3561064857
354	0.3557603332
355	0.3553201245
356	0.3547780182
357	0.3543946399
358	0.3541658763
359	0.3538507157
360	0.3533899472
361	0.353004035
362	0.352604411
363	0.3523097558
364	0.3517846317
365	0.3515464805
366	0.3511456495
367	0.3508627541
368	0.3506404963
369	0.3504099703
370	0.3500975367
371	0.3496660017
372	0.3491755127
373	0.3487718734
374	0.3484079454
375	0.348030482
376	0.3476516361
377	0.3470100321
378	0.3466389355
379	0.3463672567
380	0.3460353089
381	0.3458014741
382	0.3454351274
383	0.3451890404
384	0.3447422776
385	0.3445186773
386	0.3443430884
387	0.3440848629
388	0.3436452905
389	0.343359464
390	0.3431009777
391	0.3426582347
392	0.3423425372
393	0.3419529188
394	0.3415629992
395	0.3412000091
396	0.3408896238
397	0.3406448916
398	0.3400983833
399	0.3396322452
400	0.3394700515
401	0.3390345938
402	0.3385442285
403	0.338126116
404	0.3377977066
405	0.3374241264
406	0.3370339828
407	0.3366753956
408	0.3364255565
409	0.3361170666
410	0.3357340492
411	0.3354255227
412	0.3352124958
413	0.3348499488
414	0.3344780875
415	0.3342366054
416	0.3340418721
417	0.3336416164
418	0.3333274593
419	0.332848005
420	0.3325812354
421	0.3323166025
422	0.3320775886
423	0.3318012023
424	0.3313373093
425	0.3309350784
426	0.330823624
427	0.3306014472
428	0.3304083907
429	0.3299039112
430	0.329443999
431	0.3291859118
432	0.3287593406
433	0.328315791
434	0.3280957662
435	0.3278167238
436	0.3276578409
437	0.3273360573
438	0.3270878051
439	0.3267808445
440	0.3264444033
441	0.3261199286
442	0.3257738324
443	0.3253821709
444	0.3251781144
445	0.3248409684
446	0.3245237089
447	0.3242505517
448	0.3240793295
449	0.323583938
450	0.3233763479
451	0.3230760694
452	0.3227492378
453	0.3223843722
454	0.3222112444
455	0.3219414073
456	0.3217437574
457	0.3214593939
458	0.3212587143
459	0.3210656467
460	0.3207312301
461	0.3202874411
462	0.3199836939
463	0.3196993378
464	0.3194144941
465	0.3191339355
466	0.3188593636
467	0.3185077603
468	0.3181186347
469	0.3178573125
470	0.3175316698
471	0.3171904594
472	0.3168615912
473	0.3165138982
474	0.3160556875
475	0.3156594943
476	0.3154122022
477	0.3150194838
478	0.3146884726
479	0.3142584902
480	0.3139633784
481	0.3136169299
482	0.3134185812
483	0.3131625888
484	0.3128527993
485	0.3125998403
486	0.312339962
487	0.3121758622
488	0.3119206662
489	0.3115174224
490	0.3111963825
491	0.3109719623
492	0.3105290189
493	0.3101671494
494	0.3098348869
495	0.3095380572
496	0.3091975299
497	0.308958015
498	0.3086186197
499	0.3084137182
500	0.3080389014
501	0.3077790737
502	0.3074456383
503	0.3072039719
504	0.3070128789
505	0.3066464071
506	0.306321726
507	0.3060906062
508	0.3058232586
509	0.3054826434
510	0.3052976563
511	0.3050381866
512	0.3048899459
513	0.3043817815
514	0.3041062133
515	0.3039244152
516	0.303529376
517	0.3033101543
518	0.3031047919
519	0.3027298787
520	0.3024478514
521	0.3021846414
522	0.3020339179
523	0.3017078241
524	0.3010941206
525	0.3007601525
526	0.3004671936
527	0.3001956901
528	0.2996566548
529	0.299515341
530	0.2993012203
531	0.2991314646
532	0.298999524
533	0.2988362374
534	0.2985933743
535	0.298315251
536	0.2981488731
537	0.2978545494
538	0.2976269116
539	0.2974094645
540	0.2972109555
541	0.2969232701
542	0.2966105368
543	0.2964082453
544	0.2959993993
545	0.2956855389
546	0.2955353553
547	0.295330799
548	0.2950458082
549	0.2947879913
550	0.2943597976
551	0.2941100324
552	0.29387665
553	0.2936142497
554	0.2934019423
555	0.2932453328
556	0.2929632559
557	0.2927583403
558	0.2925514099
559	0.2921618094
560	0.2919998404
561	0.2917411462
562	0.2914374768
563	0.291109367
564	0.2909595166
565	0.2906759996
566	0.2904825862
567	0.2902100078
568	0.2900016703
569	0.2897344181
570	0.2892701474
571	0.2889669351
572	0.2885974624
573	0.2882446337
574	0.2878963411
575	0.2875215204
576	0.2871954702
577	0.2868903324
578	0.2865326333
579	0.2862141276
580	0.2861051681
581	0.2858450001
582	0.2855030299
583	0.2851461524
584	0.2849789326
585	0.2847437215
586	0.2844925763
587	0.2842811052
588	0.2839967264
589	0.283799572
590	0.283579574
591	0.2834056315
592	0.2831447885
593	0.2828743605
594	0.2826907511
595	0.2824025743
596	0.2821963407
597	0.2820189622
598	0.2817515433
599	0.2815367352
600	0.2813563699
601	0.2810974019
602	0.2807971344
603	0.2803388172
604	0.2799899208
605	0.2797742875
606	0.2795925099
607	0.2792693522
608	0.2789579239
609	0.278739173
610	0.2785511303
611	0.2783179807
612	0.2780808972
613	0.2778309745
614	0.2776337199
615	0.2773368916
616	0.2770947416
617	0.2768032203
618	0.2765964675
619	0.2763531077
620	0.2761785068
621	0.2758728696
622	0.2756380959
623	0.2753405528
624	0.2750363472
625	0.2747652068
626	0.2745958755
627	0.2744064351
628	0.2740081057
629	0.2738664569
630	0.2734269119
631	0.2731636318
632	0.2729080213
633	0.2725310997
634	0.2722974584
635	0.2720166844
636	0.2718099826
637	0.271563155
638	0.2714715776
639	0.2712454075
640	0.2710029871
641	0.2708034601
642	0.2705264582
643	0.2703353783
644	0.2700311089
645	0.2697545966
646	0.2695460148
647	0.2693220032
648	0.2691554095
649	0.2689022447
650	0.2686573846
651	0.2684699137
652	0.2682105197
653	0.2677990572
654	0.2674980241
655	0.2672810931
656	0.2670953703
657	0.2667965837
658	0.2664004351
659	0.2661416799
660	0.2658695137
661	0.2656308867
662	0.2652875278
663	0.2649130718
664	0.2646662587
665	0.2645168389
666	0.2643102984
667	0.2640841962
668	0.2637885575
669	0.2635582012
670	0.2633401343
671	0.2631398805
672	0.2628651502
673	0.2626364523
674	0.262473874
675	0.2622806968
676	0.2618859693
677	0.2615749129
678	0.2613345761
679	0.2611188052
680	0.2609537138
681	0.2606572823
682	0.2604639016
683	0.2602834307
684	0.2600566424
685	0.2598747197
686	0.2596324542
687	0.2595270186
688	0.2591763929
689	0.2589889256
690	0.2587589833
691	0.2584374565
692	0.2581469524
693	0.2580045291
694	0.2577759162
695	0.2575352876
696	0.257263165
697	0.2569224282
698	0.2567704131
699	0.2565646723
700	0.2562604299
701	0.255952795
702	0.2556501754
703	0.2554954842
704	0.2553648494
705	0.2550735579
706	0.2548032481
707	0.2546406074
708	0.2544547456
709	0.2542190717
710	0.2540328983
711	0.2537877099
712	0.2535172331
713	0.2532899545
714	0.2530542274
715	0.252678233
716	0.2524701004
717	0.252303274
718	0.2520841191
719	0.2519263696
720	0.2516728602
721	0.2513120214
722	0.251131392
723	0.2509896924
724	0.2508186321
725	0.2505781637
726	0.2503472418
727	0.2501272714
728	0.2499264105
729	0.2497272215
730	0.2495004175
731	0.249240893
732	0.2490641948
733	0.2488485337
734	0.2486920395
735	0.2484193367
736	0.2482302645
737	0.2480887667
738	0.2479495535
739	0.2477540712
740	0.2476054554
741	0.2474021671
742	0.2470698869
743	0.2468385896
744	0.2466387949
745	0.2463079911
746	0.2460357129
747	0.2457833928
748	0.2456118503
749	0.2452973031
750	0.2451247375
751	0.2449331115
752	0.2446734362
753	0.2445219337
754	0.2441337756
755	0.2438897085
756	0.2436476496
757	0.2433522631
758	0.2430191996
759	0.2429100364
760	0.2427767124
761	0.2426527976
762	0.242481577
763	0.242353757
764	0.2422439133
765	0.2420157376
766	0.2417442075
767	0.2415372122
768	0.2413379744
769	0.2410992905
770	0.2409573596
771	0.2407894007
772	0.2406174108
773	0.2404083633
774	0.2402046589
775	0.2399203895
776	0.2397231675
777	0.2394948307
778	0.2392282636
779	0.2389031532
780	0.2387930929
781	0.2385947111
782	0.2383398204
783	0.2380949184
784	0.2378484726
785	0.237717097
786	0.237437921
787	0.2372113613
788	0.2369976085
789	0.2367781687
790	0.2365840197
791	0.2363590645
792	0.2360040374
793	0.2357248744
794	0.2355374726
795	0.2354127789
796	0.2350856856
797	0.2348532569
798	0.2346112361
799	0.2344975414
800	0.2342828053
801	0.2339282599
802	0.2337367764
803	0.2335563679
804	0.2332873015
805	0.2330881161
806	0.2328218427
807	0.2326838536
808	0.2324192372
809	0.2321267387
810	0.2319552073
811	0.2318193486
812	0.2316282104
813	0.2313654788
814	0.2310984089
815	0.2309089993
816	0.2305906093
817	0.2303969389
818	0.2301813273
819	0.229998031
820	0.2298313525
821	0.2296346244
822	0.229370584
823	0.2291108489
824	0.2288809176
825	0.2287104392
826	0.2285278711
827	0.2283065756
828	0.2280501276
829	0.2278617955
830	0.2276001535
831	0.2274363222
832	0.2271897722
833	0.2269647577
834	0.2267375089
835	0.2263631684
836	0.2262638049
837	0.2260574118
838	0.2258843423
839	0.2257453516
840	0.2255006181
841	0.2252525951
842	0.2251332087
843	0.2249688567
844	0.2246752136
845	0.2244997387
846	0.22423493
847	0.2240334273
848	0.2238409595
849	0.2236957391
850	0.2235142099
851	0.2233194494
852	0.2231728146
853	0.222907415
854	0.2226250486
855	0.2224619853
856	0.2222376327
857	0.2219638122
858	0.2217215546
859	0.2216077345
860	0.2214765452
861	0.2213137555
862	0.221089876
863	0.2208585734
864	0.2207118862
865	0.220512086
866	0.220276004
867	0.2201136689
868	0.2198558503
869	0.219678969
870	0.219481293
871	0.2192305361
872	0.2190819378
873	0.2189220879
874	0.2187276964
875	0.218426381
876	0.2182109018
877	0.2180270591
878	0.2178374394
879	0.2175387268
880	0.2174075149
881	0.2170420564
882	0.2168966499
883	0.2166673815
884	0.216548758
885	0.2163754859
886	0.2159926928
887	0.2157770532
888	0.2155529045
889	0.2153833148
890	0.215252144
891	0.2150735928
892	0.2149432497
893	0.2147842324
894	0.2147228046
895	0.2145517219
896	0.2143248578
897	0.2139820639
898	0.2137351391
899	0.2133813744
900	0.2131594293
901	0.2130744522
902	0.2129077787
903	0.2127820636
904	0.2126352806
905	0.2124072834
906	0.2122436759
907	0.2120179289
908	0.2118063153
909	0.2115804405
910	0.211328326
911	0.2111557148
912	0.2109752855
913	0.2107101232
914	0.2105150319
915	0.2104030648
916	0.2102433596
917	0.2099557666
918	0.2097680604
919	0.2096294464
920	0.2093964152
921	0.2092478136
922	0.2090649978
923	0.2088196807
924	0.2085749914
925	0.2082149249
926	0.2080220592
927	0.2077733608
928	0.2076034536
929	0.2074108567
930	0.2073076093
931	0.2072016849
932	0.2070079227
933	0.2067729853
934	0.2065092408
935	0.206214392
936	0.2059358533
937	0.205695575
938	0.2056066116
939	0.2053650535
940	0.2051621673
941	0.2049298288
942	0.2047170777
943	0.2045277275
944	0.2042763579
945	0.204117671
946	0.2039687339
947	0.2037457314
948	0.2035160421
949	0.2032559498
950	0.2030302865
951	0.2027239269
952	0.2025734631
953	0.2023457827
954	0.2021284981
955	0.2019444416
956	0.2016693061
957	0.2014517091
958	0.2012357162
959	0.2009948827
960	0.200681041
961	0.2005816687
962	0.2004118939
963	0.2002343571
964	0.2000987648
965	0.1999747431
966	0.1997620737
967	0.1996500114
968	0.199464419
969	0.1993022863
970	0.1990910564
971	0.198895054
972	0.1986531258
973	0.1984081194
974	0.1982392187
975	0.1980169974
976	0.1978705893
977	0.1976469424
978	0.1974829446
979	0.1972782776
980	0.1971224551
981	0.1969262416
982	0.1967262285
983	0.1965748938
984	0.1964752581
985	0.1963129858
986	0.1961907046
987	0.1960516208
988	0.1958755227
989	0.195739904
990	0.1955993686
991	0.1953919096
992	0.1952130889
993	0.1949543524
994	0.1947277024
995	0.1944437192
996	0.1943110884
997	0.194167245
998	0.1940928032
999	0.1939250325
